Div,Date,HomeTeam,AwayTeam,HomeElo,AwayElo,Form3Home,Form5Home,Form3Away,Form5Away,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
D1,2017-04-02,Ingolstadt,Mainz,1601.09,1672.88,1.0,4.0,1.0,4.0,2.0,1.0,H,1.0,0.0,H,12.0,10.0,5.0,1.0,25.0,26.0,4.0,4.0,4.0,3.0,0.0,0.0,2.1,3.3,3.8
D1,2017-04-02,Leverkusen,Wolfsburg,1755.43,1704.44,1.0,4.0,7.0,7.0,3.0,3.0,D,1.0,0.0,H,8.0,18.0,5.0,9.0,18.0,14.0,2.0,10.0,1.0,2.0,0.0,0.0,1.8,3.75,4.5
D1,2017-04-04,Dortmund,Hamburg,1899.84,1662.17,4.0,10.0,7.0,10.0,3.0,0.0,H,1.0,0.0,H,17.0,16.0,10.0,6.0,6.0,12.0,6.0,4.0,1.0,3.0,0.0,0.0,1.29,5.75,10.0
D1,2017-04-04,FC Koln,Ein Frankfurt,1724.76,1677.15,4.0,4.0,2.0,2.0,1.0,0.0,H,0.0,0.0,D,5.0,11.0,1.0,2.0,11.0,20.0,0.0,5.0,0.0,2.0,0.0,0.0,2.35,3.2,3.2
D1,2017-04-04,Hoffenheim,Bayern Munich,1770.76,2036.07,7.0,11.0,9.0,15.0,1.0,0.0,H,1.0,0.0,H,14.0,21.0,4.0,6.0,17.0,12.0,7.0,9.0,0.0,1.0,0.0,0.0,6.0,4.6,1.5
D1,2017-04-04,Werder Bremen,Schalke 04,1685.23,1769.06,7.0,13.0,7.0,8.0,3.0,0.0,H,1.0,0.0,H,11.0,14.0,6.0,3.0,9.0,19.0,4.0,3.0,0.0,2.0,0.0,0.0,3.0,3.5,2.3
D1,2017-04-05,Augsburg,Ingolstadt,1661.43,1601.09,1.0,5.0,4.0,4.0,2.0,3.0,A,0.0,2.0,A,13.0,13.0,5.0,6.0,16.0,13.0,3.0,5.0,3.0,2.0,0.0,0.0,2.7,3.1,2.8
D1,2017-04-05,Darmstadt,Leverkusen,1544.71,1755.43,3.0,3.0,2.0,2.0,0.0,2.0,A,0.0,1.0,A,13.0,14.0,2.0,7.0,11.0,13.0,3.0,8.0,0.0,2.0,0.0,0.0,5.0,3.8,1.7
D1,2017-04-05,Mainz,RB Leipzig,1672.88,1698.23,0.0,4.0,3.0,7.0,2.0,3.0,A,0.0,0.0,D,18.0,15.0,3.0,7.0,16.0,20.0,8.0,3.0,6.0,4.0,1.0,0.0,3.4,3.4,2.15
D1,2017-04-05,MGladbach,Hertha,1743.45,1698.14,1.0,7.0,3.0,6.0,1.0,0.0,H,1.0,0.0,H,22.0,12.0,7.0,2.0,12.0,12.0,8.0,4.0,1.0,1.0,0.0,0.0,1.83,3.5,4.5
D1,2017-04-05,Wolfsburg,Freiburg,1704.44,1681.82,7.0,8.0,2.0,5.0,0.0,1.0,A,0.0,0.0,D,17.0,16.0,4.0,5.0,12.0,16.0,6.0,3.0,0.0,1.0,0.0,0.0,1.73,3.75,5.0
D1,2017-04-07,Ein Frankfurt,Werder Bremen,1677.15,1685.23,2.0,2.0,9.0,13.0,2.0,2.0,D,0.0,2.0,A,16.0,8.0,7.0,4.0,19.0,8.0,4.0,1.0,2.0,2.0,0.0,0.0,2.0,3.5,3.8
D1,2017-04-08,Bayern Munich,Dortmund,2036.07,1899.84,6.0,12.0,7.0,10.0,4.0,1.0,H,2.0,1.0,H,18.0,9.0,6.0,3.0,14.0,10.0,6.0,3.0,2.0,3.0,0.0,0.0,1.62,4.0,5.5
D1,2017-04-08,FC Koln,MGladbach,1724.76,1743.45,6.0,7.0,4.0,7.0,2.0,3.0,A,1.0,1.0,D,9.0,16.0,2.0,7.0,17.0,10.0,5.0,6.0,2.0,2.0,0.0,0.0,2.63,3.2,2.8
