Div,Date,HomeTeam,AwayTeam,HomeElo,AwayElo,Form3Home,Form5Home,Form3Away,Form5Away,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
SP1,2017-02-24,Las Palmas,Sociedad,1681.98,1775.04,0.0,4.0,6.0,9.0,0.0,1.0,A,0.0,0.0,D,18.0,9.0,7.0,2.0,14.0,19.0,6.0,1.0,2.0,2.0,0.0,0.0,2.6,3.4,2.7
SP1,2017-02-25,Alaves,Valencia,1649.76,1677.67,6.0,8.0,7.0,7.0,2.0,1.0,H,0.0,0.0,D,13.0,5.0,5.0,2.0,13.0,16.0,2.0,1.0,4.0,2.0,0.0,1.0,2.63,3.1,2.88
SP1,2017-02-25,Betis,Sevilla,1670.75,1844.7,2.0,3.0,7.0,10.0,1.0,2.0,A,1.0,0.0,H,15.0,13.0,4.0,4.0,19.0,17.0,4.0,4.0,3.0,3.0,0.0,0.0,3.8,3.4,2.05
SP1,2017-02-25,Eibar,Malaga,1701.41,1687.27,6.0,9.0,4.0,5.0,3.0,0.0,H,1.0,0.0,H,8.0,4.0,4.0,2.0,11.0,18.0,2.0,2.0,2.0,4.0,0.0,1.0,2.05,3.4,3.8
SP1,2017-02-25,Leganes,La Coruna,1584.19,1655.5,0.0,1.0,0.0,2.0,4.0,0.0,H,2.0,0.0,H,7.0,11.0,5.0,3.0,18.0,13.0,2.0,7.0,2.0,5.0,0.0,1.0,2.4,3.1,3.2
SP1,2017-02-26,Ath Bilbao,Granada,1768.95,1598.74,3.0,7.0,6.0,6.0,3.0,1.0,H,2.0,1.0,H,14.0,7.0,7.0,2.0,14.0,16.0,0.0,3.0,1.0,5.0,0.0,0.0,1.44,4.5,7.5
SP1,2017-02-26,Ath Madrid,Barcelona,1931.47,1990.42,9.0,11.0,9.0,13.0,1.0,2.0,A,0.0,0.0,D,12.0,15.0,4.0,6.0,28.0,14.0,6.0,5.0,4.0,2.0,0.0,0.0,3.0,3.4,2.38
SP1,2017-02-26,Espanol,Osasuna,1707.67,1555.99,3.0,9.0,0.0,1.0,3.0,0.0,H,1.0,0.0,H,18.0,4.0,6.0,1.0,11.0,10.0,10.0,2.0,1.0,4.0,0.0,1.0,1.67,3.8,5.5
SP1,2017-02-26,Sp Gijon,Celta,1614.03,1734.37,3.0,4.0,6.0,9.0,1.0,1.0,D,0.0,0.0,D,20.0,16.0,6.0,5.0,9.0,17.0,7.0,5.0,2.0,4.0,1.0,0.0,2.63,3.4,2.63
SP1,2017-02-26,Villarreal,Real Madrid,1757.41,2038.35,5.0,8.0,6.0,12.0,2.0,3.0,A,0.0,0.0,D,11.0,25.0,4.0,6.0,15.0,6.0,5.0,5.0,4.0,1.0,0.0,0.0,5.5,3.75,1.67
SP1,2017-02-28,Malaga,Betis,1687.27,1670.75,4.0,5.0,1.0,3.0,1.0,2.0,A,1.0,0.0,H,15.0,11.0,4.0,5.0,8.0,16.0,7.0,5.0,3.0,5.0,0.0,0.0,1.95,3.5,4.0
SP1,2017-02-28,Sociedad,Eibar,1775.04,1701.41,6.0,9.0,6.0,12.0,2.0,2.0,D,1.0,1.0,D,14.0,13.0,7.0,4.0,12.0,20.0,3.0,5.0,3.0,4.0,1.0,1.0,1.85,3.5,4.5
SP1,2017-02-28,Valencia,Leganes,1677.67,1584.19,6.0,7.0,3.0,3.0,1.0,0.0,H,1.0,0.0,H,16.0,3.0,6.0,0.0,12.0,26.0,7.0,3.0,3.0,2.0,0.0,1.0,1.75,3.6,5.0
SP1,2017-03-01,Barcelona,Sp Gijon,1997.33,1607.12,9.0,13.0,4.0,4.0,6.0,1.0,H,3.0,1.0,H,25.0,5.0,9.0,2.0,14.0,12.0,10.0,3.0,1.0,3.0,0.0,0.0,1.05,15.0,41.0
SP1,2017-03-01,Celta,Espanol,1748.98,1708.03,4.0,7.0,3.0,9.0,2.0,2.0,D,2.0,2.0,D,8.0,8.0,4.0,2.0,16.0,8.0,1.0,3.0,2.0,2.0,1.0,0.0,1.91,3.4,4.33
SP1,2017-03-01,Granada,Alaves,1604.36,1664.39,3.0,6.0,6.0,10.0,2.0,1.0,H,1.0,0.0,H,13.0,11.0,6.0,5.0,19.0,15.0,4.0,4.0,6.0,4.0,0.0,2.0,2.63,3.2,2.8
SP1,2017-03-01,Osasuna,Villarreal,1543.92,1747.43,0.0,1.0,4.0,8.0,1.0,4.0,A,0.0,2.0,A,17.0,12.0,3.0,6.0,10.0,13.0,8.0,2.0,3.0,3.0,0.0,0.0,3.8,3.4,2.05
